,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Has2Floor,HasBsmt
707,708,120,RL,48.0,6240,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,176.0,176.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,2,4,6,Typ,1,4,Attchd,2006.0,Fin,2,550,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2009,WD,Normal,12.445093483000798,2648,0,1
708,709,60,RL,65.0,9018,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,0,0,2,1,3,4,8,Typ,1,4,Attchd,2007.0,Fin,2,400,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2007,New,Partial,12.09815887308463,2184,1,1
709,710,20,RL,71.0,7162,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,41.0,41.0,3,3,PConc,3,3,1,GasA,3,Y,SBrkr,0,0,1,0,3,3,6,Typ,0,0,Attchd,1966.0,Unf,1,408,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,12,2008,WD,Abnorml,11.60733523953139,1780,0,1
710,711,30,RL,56.0,4130,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,CBlock,3,3,1,GasA,4,Y,SBrkr,0,0,1,0,2,3,5,Maj2,0,0,No Garage,1979.0,No Garage,0,0,0,0,N,0,0,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,10.859018228147887,999,0,1
711,712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,3,Stone,3,3,2,GasA,4,Y,SBrkr,0,0,1,0,2,3,7,Typ,0,0,Detchd,1964.0,RFn,1,384,3,3,N,1,0,1,0,0,0,No Fence,No Shed,1,2010,WD,Abnorml,11.54031687156214,2037,1,1
712,713,120,RL,40.0,4671,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,4,3,PConc,4,3,2,GasA,4,Y,SBrkr,1,0,2,0,2,4,5,Typ,1,4,Attchd,1988.0,Fin,2,472,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2008,WD,Normal,12.149507585033072,2456,0,1
713,714,190,RL,60.0,9873,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,160.0,160.0,3,3,CBlock,3,3,3,GasW,3,N,SBrkr,1,0,1,0,3,3,6,Typ,0,0,Detchd,1970.0,Unf,2,576,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.767575435251748,1920,0,1
714,715,60,RL,71.0,13517,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,289.0,289.0,4,3,CBlock,3,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,6,Typ,0,0,Attchd,1976.0,RFn,2,475,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2010,WD,Normal,11.779136168550774,2204,1,1
715,716,20,RL,78.0,10140,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,174.0,174.0,3,3,CBlock,4,3,1,GasA,3,Y,SBrkr,0,0,2,0,3,3,7,Typ,1,3,Attchd,1974.0,RFn,2,478,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,8,2009,WD,Normal,12.013706813470414,2414,0,1
716,717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,0.0,0.0,3,4,BrkTil,3,3,1,GasA,5,Y,SBrkr,0,0,1,1,3,3,8,Typ,0,0,Detchd,1996.0,Unf,2,704,3,3,P,0,1,1,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.979805470779858,3272,1,1
717,718,20,RL,80.0,10000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,4,3,1,GasA,4,Y,SBrkr,0,1,1,1,3,4,5,Typ,1,2,Attchd,1973.0,Unf,2,439,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,11,2008,WD,Normal,11.964007453736912,2354,0,1
718,719,60,RL,96.0,10542,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,651.0,651.0,4,3,PConc,4,3,4,GasA,5,Y,SBrkr,1,0,2,1,3,4,9,Typ,1,3,Attchd,1993.0,RFn,3,983,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.739640688812674,3729,1,1
719,720,20,RL,69.0,9920,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,0.0,0.0,3,3,CBlock,4,3,4,GasA,3,Y,SBrkr,0,0,1,1,3,3,5,Typ,1,1,Attchd,1969.0,Unf,1,300,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.763691965388299,1942,0,1
720,721,120,RL,61.5,6563,Pave,No Alley,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,4,3,PConc,4,3,4,GasA,3,Y,SBrkr,1,0,2,0,2,4,5,Typ,1,3,Attchd,1985.0,RFn,2,564,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,12,2006,WD,Normal,12.524530013005734,3484,0,1
721,722,120,RM,70.0,4426,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,169.0,169.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,1,0,1,0,1,4,3,Typ,0,0,Attchd,2004.0,RFn,2,420,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.870606902224587,1696,0,1
722,723,20,RL,70.0,8120,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,4,CBlock,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,3,3,5,Typ,0,0,Detchd,1994.0,Unf,2,463,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.732069026983156,1728,0,1
723,724,50,RL,60.0,8172,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,3,PConc,3,3,1,GasA,5,Y,SBrkr,0,0,2,0,4,3,7,Typ,0,0,Detchd,1958.0,Unf,1,548,3,3,Y,0,0,0,0,1,0,No Fence,No Shed,5,2008,WD,Normal,11.813037464800539,2411,1,1
724,725,20,RL,86.0,13286,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,340.0,340.0,5,3,PConc,5,3,1,GasA,5,Y,SBrkr,1,0,2,0,3,5,8,Typ,1,4,Attchd,2007.0,Fin,3,768,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,12.676079399771027,3396,0,1
725,726,20,RL,60.0,6960,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,0.0,0.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,0,0,1,0,3,4,5,Typ,0,0,Detchd,1989.0,Unf,2,660,3,3,Y,1,0,0,0,0,0,No Fence,Shed,11,2009,WD,Normal,11.699413330633599,1728,0,1
726,727,20,RL,74.0,21695,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,260.0,260.0,4,4,CBlock,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,3,4,5,Typ,1,4,Attchd,1988.0,Fin,2,540,3,3,Y,1,1,0,1,0,0,No Fence,No Shed,12,2009,WD,Normal,12.310437165348775,2560,0,1
727,728,20,RL,64.0,7314,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,82.0,82.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,1,0,2,0,2,4,6,Typ,0,0,Attchd,2007.0,RFn,2,632,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,2,2009,WD,Normal,12.178192583415596,2464,0,1
728,729,90,RL,85.0,11475,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,95.0,95.0,3,3,CBlock,3,3,1,GasA,3,Y,SBrkr,1,0,2,0,4,3,9,Typ,0,0,Detchd,1968.0,Unf,3,888,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,COD,Abnorml,11.608244735642321,3360,0,1
729,730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,3,3,CBlock,3,3,1,GasA,3,Y,FuseA,0,0,1,0,2,3,5,Typ,0,0,Detchd,1962.0,Unf,2,539,3,3,Y,0,1,1,0,0,0,No Fence,No Shed,1,2009,WD,Normal,11.542493975902508,1628,0,1
730,731,120,RL,39.0,5389,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,2,4,5,Typ,1,3,Attchd,1995.0,RFn,2,608,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2010,WD,Normal,12.373707715234994,3211,0,1
731,732,80,RL,73.0,9590,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,442.0,442.0,4,3,PConc,5,3,3,GasA,5,Y,SBrkr,1,0,2,0,3,4,6,Typ,1,4,Attchd,2003.0,Fin,2,438,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.141539457711714,2014,0,1
732,733,60,RL,75.0,11404,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,202.0,202.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,0,0,2,1,3,4,8,Typ,1,3,Attchd,1998.0,Fin,2,541,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.312686874960354,3184,1,1
733,734,20,RL,80.0,10000,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,1,0,1,0,3,3,6,Typ,1,3,Attchd,1961.0,RFn,1,264,3,3,Y,1,0,0,0,0,0,GdWo,Shed,3,2009,WD,Normal,11.786008995353765,2008,0,1
734,735,20,RL,71.0,8978,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,0.0,0.0,3,3,PConc,3,3,1,GasA,3,Y,SBrkr,0,0,1,0,3,3,6,Typ,0,0,Attchd,1968.0,Unf,1,300,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2007,WD,Family,11.58989576532275,1896,0,1
735,736,75,RM,60.0,10800,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,BrkTil,4,3,2,GasW,2,N,SBrkr,0,0,1,1,2,3,6,Typ,2,3,Detchd,1914.0,Unf,2,320,3,3,N,0,1,0,0,0,0,No Fence,No Shed,10,2006,WD,Normal,12.001511614739405,2648,1,1
736,737,90,RL,60.0,8544,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,0.0,0.0,3,3,CBlock,0,0,0,GasA,4,N,FuseF,0,0,2,0,2,3,6,Typ,0,0,Detchd,1949.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.445727410406752,1040,0,0
737,738,60,RL,72.0,10463,Pave,No Alley,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,8,Typ,1,4,Attchd,2005.0,Fin,3,800,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.3879816172226,2694,1,1
738,739,90,RL,60.0,10800,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,0.0,0.0,3,3,CBlock,4,4,4,GasA,3,Y,SBrkr,3,0,3,0,3,3,5,Typ,0,0,No Garage,1979.0,No Garage,0,0,0,0,Y,1,0,0,0,0,0,No Fence,No Shed,3,2009,WD,Alloca,12.095146671399466,2400,0,1
739,740,60,RL,65.0,9313,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,7,Typ,0,0,Attchd,2004.0,RFn,2,572,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,12.154784614286667,2592,1,1
740,741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,0.0,0.0,3,4,BrkTil,2,2,1,GasA,5,Y,SBrkr,0,0,2,0,2,3,7,Typ,0,0,Detchd,1910.0,Unf,2,360,3,4,Y,1,0,1,0,0,0,GdPrv,No Shed,5,2007,WD,Abnorml,11.790564777297387,1696,1,1
741,742,20,RL,65.0,6768,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,3,4,CBlock,3,3,2,GasA,4,Y,SBrkr,1,1,1,0,3,4,5,Typ,0,0,Detchd,1962.0,Unf,1,288,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,5,2008,WD,Normal,11.863589378812122,1824,0,1
742,743,20,RL,65.0,8450,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,108.0,108.0,3,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,0,3,3,6,Typ,0,0,Attchd,2000.0,Unf,2,539,3,3,Y,1,1,0,0,0,0,GdPrv,No Shed,12,2007,WD,Normal,12.095146671399466,2698,0,1
743,744,80,RL,70.0,12886,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,3,3,CBlock,4,3,3,GasA,5,Y,SBrkr,0,1,2,0,3,3,6,Min2,1,3,Attchd,1997.0,RFn,2,480,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,10,2009,WD,Normal,12.07254696717504,1984,0,1
744,745,120,RL,41.0,5395,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,4,3,PConc,4,3,1,GasA,4,Y,SBrkr,1,0,2,0,2,4,5,Typ,1,3,Attchd,1993.0,RFn,2,462,3,3,Y,1,0,1,1,0,0,No Fence,No Shed,10,2008,WD,Normal,12.100717685412471,2674,0,1
745,746,60,RL,80.0,8963,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,289.0,289.0,5,4,CBlock,3,4,1,GasA,5,Y,SBrkr,0,1,3,1,4,4,11,Typ,2,3,BuiltIn,1994.0,Fin,2,831,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.61087420020211,3857,1,1
746,747,60,RL,65.0,8795,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,4,4,8,Typ,1,3,BuiltIn,2000.0,Fin,2,554,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,12.371591321286905,3208,1,1
747,748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,0.0,0.0,4,3,Stone,3,2,1,GasW,3,N,SBrkr,0,0,1,1,4,4,8,Typ,1,4,Detchd,1950.0,Unf,4,864,3,3,N,1,0,1,0,0,0,No Fence,No Shed,5,2009,WD,Normal,12.491176396967154,3880,1,1
748,749,20,RL,59.0,10593,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,338.0,338.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,1,0,2,0,3,4,7,Typ,1,3,Attchd,1996.0,Fin,2,527,3,3,Y,1,1,1,0,0,0,No Fence,No Shed,3,2010,WD,Normal,12.469978029554953,3440,0,1
749,750,50,RL,50.0,8405,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,0.0,0.0,3,3,Slab,0,0,0,Wall,3,N,FuseF,0,0,2,0,4,3,9,Mod,0,0,Detchd,1945.0,Unf,1,240,3,3,N,1,0,1,0,0,0,No Fence,No Shed,4,2009,WD,Normal,11.49273296168228,1529,1,0
750,751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,BrkTil,3,2,1,GasA,4,Y,SBrkr,0,0,1,0,3,3,7,Min2,0,0,No Garage,1979.0,No Garage,0,0,0,0,N,0,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,11.477308649967686,1716,1,1
751,752,60,RL,65.0,7750,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,1,GasA,5,Y,SBrkr,0,0,2,1,3,4,6,Typ,0,0,Attchd,2003.0,Fin,2,400,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,11.995357787034976,1980,1,1
752,753,20,RL,79.0,9236,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,4,PConc,4,3,4,GasA,5,Y,SBrkr,1,0,2,0,3,4,6,Typ,0,0,Attchd,1997.0,RFn,2,576,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.28765724080691,2973,0,1
753,754,60,RL,80.0,10240,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,178.0,178.0,4,3,PConc,4,3,2,GasA,4,Y,SBrkr,0,0,2,1,3,5,8,Typ,1,4,Attchd,2005.0,RFn,3,878,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Normal,12.526346537332584,3128,1,1
754,755,20,RL,61.0,7930,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,0.0,0.0,3,3,CBlock,3,3,1,GasA,4,Y,SBrkr,1,0,1,0,3,4,5,Typ,0,0,Detchd,1969.0,RFn,2,440,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.957617696467539,2052,0,1
755,756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,894.0,894.0,3,3,PConc,4,3,1,GasA,4,Y,SBrkr,0,0,2,1,3,3,6,Typ,0,0,Detchd,1999.0,Unf,2,440,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.058158312538197,2200,1,1
756,757,60,RL,68.0,10769,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,0,0,2,1,3,4,7,Typ,0,0,Attchd,2007.0,RFn,2,578,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,4,2009,WD,Normal,12.264346270624157,2634,1,1
757,758,60,RL,71.0,11616,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,328.0,328.0,3,3,CBlock,3,3,2,GasA,3,Y,SBrkr,0,0,2,1,3,3,6,Typ,1,3,Attchd,1978.0,Fin,2,440,3,3,Y,1,0,0,0,0,0,GdPrv,No Shed,4,2010,WD,Abnorml,11.97603664577121,2058,1,1
758,759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,360.0,360.0,3,3,PConc,4,3,1,GasA,4,Y,SBrkr,0,0,2,1,3,3,6,Typ,0,0,Detchd,1999.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,8,2008,WD,Normal,12.097378802727306,2245,1,1
759,760,60,RL,65.0,12257,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,513.0,513.0,4,3,PConc,4,3,3,GasA,5,Y,SBrkr,0,0,2,1,4,4,9,Typ,1,3,Attchd,1995.0,RFn,3,752,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2007,WD,Normal,12.577639650232573,3849,1,1
760,761,20,RL,70.0,9100,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,CBlock,3,3,1,GasA,5,Y,SBrkr,0,0,1,0,2,3,5,Typ,0,0,Detchd,2008.0,Unf,1,300,5,5,Y,0,0,0,0,0,0,No Fence,Shed,10,2009,WD,Normal,11.755879486687116,1728,0,1
761,762,30,RM,60.0,6911,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,PConc,3,3,2,GasA,3,Y,SBrkr,0,0,1,0,2,2,5,Min1,0,0,Detchd,1965.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,11.51293546492023,2446,0,1
762,763,60,FV,72.0,8640,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,3,PConc,4,3,2,GasA,5,Y,SBrkr,0,0,2,1,3,4,7,Typ,0,0,Attchd,2009.0,Unf,2,614,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2010,Con,Normal,12.279327754099118,2303,1,1
763,764,60,RL,82.0,9430,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,673.0,673.0,4,3,PConc,4,3,2,GasA,5,Y,SBrkr,1,0,2,1,3,4,8,Typ,1,4,Attchd,1999.0,RFn,3,856,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,7,2009,WD,Normal,12.727841176689147,3617,1,1
